ID,Status,Progress,Duration (in seconds),Finished,DistributionChannel,UserLanguage,job,consent,S3_kJ_Q1 ,S3_kJ_Q2,S3_kJ_Q3,S3_kJ_Q4,S3_kJ_Q5,S3_kJ_Q6,S3_kJ_Q7,S3_kcal_Q1,S3_kcal_Q2,S3_kcal_Q3,S3_kcal_Q4,S3_kcal_Q5,S3_kcal_Q6,S3_kcal_Q7,K_1,S4_ET_Q1,S4_ET_Q2,S4_ET_Q3,S4_ET_Q4,S4_ET_Q5,S4_ET_Q6,S4_ET_Q7,S4_ET_Q8,S4_ET_Q9,S4_ET_Q10,S4_EM_Q1,S4_EM_Q2,S4_EM_Q3,S4_EM_Q4,S4_EM_Q5,S4_EM_Q6,S4_EM_Q7,S4_EM_Q8,S4_EM_Q9,S4_EM_Q10,S4_AET_Q1,S4_AET_Q2,S4_AET_Q3,S4_AET_Q4,S4_AET_Q5,S4_AET_Q6,S4_AET_Q7,S4_AET_Q8,S4_AET_Q9,S4_AET_Q10,Kontrollfrage,S4_AEM_Q1,S4_AEM_Q2,S4_AEM_Q3,S4_AEM_Q4,S4_AEM_Q5,S4_AEM_Q6,S4_AEM_Q7,S4_AEM_Q8,S4_AEM_Q9,S4_AEM_Q10,K_2,Manipulation_Q1 _1,Interesse_Q1 _1,K_3,Feedback_Q1,Feedback_Q2,Feedback_Q3
UFmCZ1gwAM,IP Address,100,1300,TRUE,anonymous,EN,Ja,"Ja, ich stimme zu",NA,NA,NA,NA,NA,NA,NA,Snickers (488 kcal),Trauben (69 kcal),Lotus Biscoff Pocket Karamell (900 kcal),Zweifel Paprika Chips (643 kcal),Kinder Bueno (560 kcal),Schokopudding (120 kcal),Al Natura Linsenwaffeln (360 kcal),Blau,"Expresslieferung, 62 Tage früher, CHF 969.00","Expresslieferung, 31 Tage früher, CHF 1389.00","Expresslieferung, 31 Tage früher, CHF 1069.00","Expresslieferung, 31 Tage früher, CHF 534.00","Expresslieferung, 62 Tage früher, CHF 1279.00","Expresslieferung, 31 Tage früher, CHF 429.00",NA,"Standardlieferung, 124 Tage, CHF 1499.00","Expresslieferung, 62 Tage früher, CHF 1089.00","Standardlieferung, 186 Tage, CHF 35'000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fliegen,eher stark,eher wichtig,2,Nein,Spontane entscheidung,nein keine
dZbXVGyMW8,IP Address,99,461,FALSE,anonymous,EN,Ja,"Ja, ich stimme zu",Mandarine (222 kJ),Trauben (289 kJ),Isey Skyr Heidelbeere (432 kJ),Zweifel Paprika Chips (2695 kJ),Mandarine (222 kJ),Naturjoghurt (260 kJ),Zweifel Paprika Chips (2147 kJ),NA,NA,NA,NA,NA,NA,NA,Blau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Expresslieferung, 62 Tage früher, CHF 969.00","Standardlieferung, 62 Tage, CHF 1299.00","Standardlieferung, 62 Tage, CHF 999.00","Standardlieferung, 62 Tage, CHF 499.00","Expresslieferung, 62 Tage früher, CHF 1279.00","Expresslieferung, 31 Tage früher, CHF 429.00","Standardlieferung, 93 Tage, CHF 1899.00","Expresslieferung, 62 Tage früher, CHF 1619.00","Expresslieferung, 62 Tage früher, CHF 1089.00","Expresslieferung, 62 Tage früher, CHF 36’500.00",In Wochen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fliegen,eher wenig,teils/teils,2,Nein,Bauchgefühl oder Zeitmanagement.,NA
zu5dq1drIQ,IP Address,100,172,TRUE,anonymous,EN,Nein,"Ja, ich stimme zu",NA,NA,NA,NA,NA,NA,NA,Snickers (488 kcal),Zweifel Vaya Bean Salt Chips (424 kcal),Isey Skyr Heidelbeere (129 kcal),Banane (107 kcal),Kinder Bueno (560 kcal),Naturjoghurt (62 kcal),Al Natura Linsenwaffeln (360 kcal),Blau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standardlieferung, 124 Tage, CHF 899.00","Expresslieferung, 31 Tage früher, CHF 1389.00","Expresslieferung, 31 Tage früher, CHF 1069.00","Standardlieferung, 62 Tage, CHF 499.00","Expresslieferung, 62 Tage früher, CHF 1279.00","Standardlieferung, 62 Tage, CHF 399.00","Standardlieferung, 93 Tage, CHF 1899.00","Expresslieferung, 62 Tage früher, CHF 1619.00","Standardlieferung, 186 Tage, CHF 999.00","Expresslieferung, 62 Tage früher, CHF 36’500.00",In Tagen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fliegen,eher wenig,eher wichtig,2,Ja,Nach dringlichkeit,Nein
5RHlUAqTcU,IP Address,100,931,TRUE,anonymous,EN,Ja,"Ja, ich stimme zu",Mandarine (222 kJ),Trauben (289 kJ),Lotus Biscoff Pocket Karamell (3780 kJ),Zweifel Paprika Chips (2695 kJ),Kinder Bueno (2376 kJ),Naturjoghurt (260 kJ),Zweifel Paprika Chips (2147 kJ),NA,NA,NA,NA,NA,NA,NA,Blau,"Standardlieferung, 124 Tage, CHF 899.00","Standardlieferung, 62 Tage, CHF 1299.00","Standardlieferung, 62 Tage, CHF 999.00","Standardlieferung, 62 Tage, CHF 499.00","Expresslieferung, 62 Tage früher, CHF 1279.00","Standardlieferung, 62 Tage, CHF 399.00","Standardlieferung, 93 Tage, CHF 1899.00","Standardlieferung, 124 Tage, CHF 1499.00","Standardlieferung, 186 Tage, CHF 999.00","Standardlieferung, 186 Tage, CHF 35'000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fliegen,gar nicht,unwichtig,2,Nein,"Was mir schmeckt, ein wenig auf die Linie und Gesundheit, bei den Lieferungen ist es Vernunft (man muss nicht alles sofort haben.).",NA
CKxHVfiQPQ,IP Address,100,349,TRUE,anonymous,EN,Ja,"Ja, ich stimme zu",Mandarine (222 kJ),Zweifel Vaya Bean Salt Chips (1779 kJ),Isey Skyr Heidelbeere (432 kJ),Banane (446 kJ),Mandarine (222 kJ),Schokopudding (502 kJ),Al Natura Linsenwaffeln (1525 kJ),NA,NA,NA,NA,NA,NA,NA,Blau,"Expresslieferung, 62 Tage früher, CHF 969.00","Standardlieferung, 62 Tage, CHF 1299.00","Expresslieferung, 31 Tage früher, CHF 1069.00","Standardlieferung, 62 Tage, CHF 499.00","Expresslieferung, 62 Tage früher, CHF 1279.00","Expresslieferung, 31 Tage früher, CHF 429.00","Expresslieferung, 31 Tage früher, CHF 2019.00","Expresslieferung, 62 Tage früher, CHF 1619.00","Expresslieferung, 62 Tage früher, CHF 1089.00","Expresslieferung, 62 Tage früher, CHF 36'500.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fliegen,teils/teils,teils/teils,2,Ja,"Mehrheitlich nach Gefühl. Aber war der Kaufbetrag tief, so habe ich mich eher für die lange Lieferung entschieden.",NA
uu8xAc3YFC,IP Address,100,312,TRUE,anonymous,EN,Ja,"Ja, ich stimme zu",NA,NA,NA,NA,NA,NA,NA,Mandarine (53 kcal),Trauben (69 kcal),Isey Skyr Heidelbeere (129 kcal),Zweifel Paprika Chips (643 kcal),Mandarine (53 kcal),Naturjoghurt (62 kcal),Zweifel Paprika Chips (515 kcal),Blau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Expresslieferung, 2 Monate früher, CHF 969.00","Expresslieferung, 1 Monat früher, CHF 1389.00","Expresslieferung, 1 Monat früher, CHF 1069.00","Expresslieferung, 1 Monat früher, CHF 534.00","Expresslieferung, 2 Monate früher, CHF 1279.00","Expresslieferung, 1 Monat früher, CHF 429.00","Expresslieferung, 1 Monat früher, CHF 2019.00","Expresslieferung, 2 Monate früher, CHF 1619.00","Expresslieferung, 2 Monate früher, CHF 1089.00","Expresslieferung, 2 Monate früher, CHF 36'500.00",fliegen,eher wenig,teils/teils,2,Nein,"Intuition, TRANSitivität",NEIN
Yrnu4CuhGa,IP Address,100,301,TRUE,anonymous,EN,Ja,"Ja, ich stimme zu",NA,NA,NA,NA,NA,NA,NA,Mandarine (53 kcal),Zweifel Vaya Bean Salt Chips (424 kcal),Isey Skyr Heidelbeere (129 kcal),Zweifel Paprika Chips (643 kcal),Mandarine (53 kcal),Naturjoghurt (62 kcal),Zweifel Paprika Chips (515 kcal),Blau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standardlieferung, 4 Monate, CHF 899.00","Standardlieferung, 2 Monate, CHF 1299.00","Standardlieferung, 2 Monate, CHF 999.00","Standardlieferung, 2 Monate, CHF 499.00","Standardlieferung, 4 Monate, CHF 1199.00","Standardlieferung, 2 Monate, CHF 399.00","Standardlieferung, 3 Monate, CHF 1899.00","Standardlieferung, 4 Monate, CHF 1499.00","Standardlieferung, 6 Monate, CHF 999.00","Standardlieferung, 6 Monate, CHF 35'000.00",fliegen,gar nicht,eher nicht wichtig,2,Nein,"Snacks: das, was ich lieber habe, falls beides gleichwertig, dann das „gesündere“
Lieferung: immer das günstigere",NA
ckOjrHDvZK,IP Address,1,4,FALSE,anonymous,EN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
oNCf51wNIf,IP Address,100,320,TRUE,anonymous,EN,Ja,"Ja, ich stimme zu",NA,NA,NA,NA,NA,NA,NA,Mandarine (53 kcal),Trauben (69 kcal),Isey Skyr Heidelbeere (129 kcal),Zweifel Paprika Chips (643 kcal),Mandarine (53 kcal),Naturjoghurt (62 kcal),Zweifel Paprika Chips (515 kcal),Blau,"Expresslieferung, 62 Tage früher, CHF 969.00","Expresslieferung, 31 Tage früher, CHF 1389.00","Expresslieferung, 31 Tage früher, CHF 1069.00","Expresslieferung, 31 Tage früher, CHF 534.00","Standardlieferung, 124 Tage, CHF 1199.00","Standardlieferung, 62 Tage, CHF 399.00","Standardlieferung, 93 Tage, CHF 1899.00","Standardlieferung, 124 Tage, CHF 1499.00","Standardlieferung, 186 Tage, CHF 999.00","Expresslieferung, 62 Tage früher, CHF 36'500.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fliegen,gar nicht,eher nicht wichtig,2,Nein,Bei Essen nach Lust und bei Einkäufen nach vermutetem Bedarf.,NA
1epiIsnLJW,IP Address,100,8917,TRUE,anonymous,EN,Ja,"Ja, ich stimme zu",Mandarine (222 kJ),Trauben (289 kJ),Lotus Biscoff Pocket Karamell (3780 kJ),Zweifel Paprika Chips (2695 kJ),Kinder Bueno (2376 kJ),Schokopudding (502 kJ),Zweifel Paprika Chips (2147 kJ),NA,NA,NA,NA,NA,NA,NA,Blau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standardlieferung, 4 Monate, CHF 899.00","Standardlieferung, 2 Monate, CHF 1299.00","Standardlieferung, 2 Monate, CHF 999.00","Standardlieferung, 2 Monate, CHF 499.00","Standardlieferung, 4 Monate, CHF 1199.00","Standardlieferung, 2 Monate, CHF 399.00","Standardlieferung, 3 Monate, CHF 1899.00","Standardlieferung, 4 Monate, CHF 1499.00","Standardlieferung, 6 Monate, CHF 999.00","Standardlieferung, 6 Monate, CHF 35'000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fliegen,eher wenig,teils/teils,2,Nein,So wie im Alltag,NA
higNwbgY0u,IP Address,100,380,TRUE,anonymous,EN,Ja,"Ja, ich stimme zu",Snickers (2042 kJ),Trauben (289 kJ),Isey Skyr Heidelbeere (432 kJ),Zweifel Paprika Chips (2695 kJ),Mandarine (222 kJ),Schokopudding (502 kJ),Zweifel Paprika Chips (2147 kJ),NA,NA,NA,NA,NA,NA,NA,Blau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standardlieferung, 4 Monate, CHF 899.00","Standardlieferung, 2 Monate, CHF 1299.00","Expresslieferung, 1 Monat früher, CHF 1069.00","Expresslieferung, 1 Monat früher, CHF 534.00","Standardlieferung, 4 Monate, CHF 1199.00","Standardlieferung, 2 Monate, CHF 399.00","Expresslieferung, 1 Monat früher, CHF 2019.00","Standardlieferung, 4 Monate, CHF 1499.00","Standardlieferung, 6 Monate, CHF 999.00","Expresslieferung, 2 Monate früher, CHF 36'500.00",fliegen,eher wenig,eher nicht wichtig,2,Nein,Gluscht und Dringlichkeit,Nein
URD4duAoN4,IP Address,100,624,TRUE,anonymous,EN,Nein,"Ja, ich stimme zu",Snickers (2042 kJ),Trauben (289 kJ),Isey Skyr Heidelbeere (432 kJ),Zweifel Paprika Chips (2695 kJ),Kinder Bueno (2376 kJ),Schokopudding (502 kJ),Zweifel Paprika Chips (2147 kJ),NA,NA,NA,NA,NA,NA,NA,Blau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standardlieferung, 124 Tage, CHF 899.00","Standardlieferung, 62 Tage, CHF 1299.00","Standardlieferung, 62 Tage, CHF 999.00","Standardlieferung, 62 Tage, CHF 499.00","Standardlieferung, 124 Tage, CHF 1199.00","Standardlieferung, 62 Tage, CHF 399.00","Standardlieferung, 93 Tage, CHF 1899.00","Standardlieferung, 124 Tage, CHF 1499.00","Standardlieferung, 186 Tage, CHF 999.00","Standardlieferung, 186 Tage, CHF 35’000.00",In Tagen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fliegen,eher wenig,teils/teils,2,Nein,Bei den Lebensmitteln nach Lust und bei den Lieferungen nach Preis.,NA
h1YEPba5OP,IP Address,100,225,TRUE,anonymous,EN,Ja,"Ja, ich stimme zu",Mandarine (222 kJ),Trauben (289 kJ),Lotus Biscoff Pocket Karamell (3780 kJ),Banane (446 kJ),Mandarine (222 kJ),Naturjoghurt (260 kJ),Al Natura Linsenwaffeln (1525 kJ),NA,NA,NA,NA,NA,NA,NA,Blau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Expresslieferung, 2 Monate früher, CHF 969.00","Expresslieferung, 1 Monat früher, CHF 1389.00","Expresslieferung, 1 Monat früher, CHF 1069.00","Expresslieferung, 1 Monat früher, CHF 534.00","Expresslieferung, 2 Monate früher, CHF 1279.00","Expresslieferung, 1 Monat früher, CHF 429.00","Expresslieferung, 1 Monat früher, CHF 2019.00","Expresslieferung, 2 Monate früher, CHF 1619.00","Expresslieferung, 2 Monate früher, CHF 1089.00","Expresslieferung, 2 Monate früher, CHF 36'500.00",fliegen,stark,sehr wichtig,2,Nein,"mir ist klar, dass die energieangaben wahrscheinlich pro packung waren, aber trotzdem esse ich lieber extrem viele trauben als 2 kinderbueno",no
YFldsZAa6t,IP Address,100,376,TRUE,anonymous,EN,Ja,"Ja, ich stimme zu",Snickers (2042 kJ),Trauben (289 kJ),Isey Skyr Heidelbeere (432 kJ),Banane (446 kJ),Mandarine (222 kJ),Naturjoghurt (260 kJ),Al Natura Linsenwaffeln (1525 kJ),NA,NA,NA,NA,NA,NA,NA,Orange,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standardlieferung, 4 Monate, CHF 899.00","Standardlieferung, 2 Monate, CHF 1299.00","Expresslieferung, 1 Monat früher, CHF 1069.00","Standardlieferung, 2 Monate, CHF 499.00","Standardlieferung, 4 Monate, CHF 1199.00","Standardlieferung, 2 Monate, CHF 399.00","Standardlieferung, 3 Monate, CHF 1899.00","Expresslieferung, 2 Monate früher, CHF 1619.00","Expresslieferung, 2 Monate früher, CHF 1089.00","Expresslieferung, 2 Monate früher, CHF 36'500.00",schwimmen,teils/teils,teils/teils,2,Nein,Spontan,NA
XYWDwHLkNf,IP Address,100,350,TRUE,anonymous,EN,Ja,"Ja, ich stimme zu",Snickers (2042 kJ),Zweifel Vaya Bean Salt Chips (1779 kJ),Lotus Biscoff Pocket Karamell (3780 kJ),Banane (446 kJ),Kinder Bueno (2376 kJ),Schokopudding (502 kJ),Al Natura Linsenwaffeln (1525 kJ),NA,NA,NA,NA,NA,NA,NA,Blau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Expresslieferung, 62 Tage früher, CHF 969.00","Expresslieferung, 31 Tage früher, CHF 1389.00","Standardlieferung, 62 Tage, CHF 999.00","Standardlieferung, 62 Tage, CHF 499.00","Standardlieferung, 124 Tage, CHF 1199.00","Standardlieferung, 62 Tage, CHF 399.00","Standardlieferung, 93 Tage, CHF 1899.00","Standardlieferung, 124 Tage, CHF 1499.00","Standardlieferung, 186 Tage, CHF 999.00","Standardlieferung, 186 Tage, CHF 35’000.00",In Tagen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fliegen,eher wenig,unwichtig,2,Nein,Spontane Entscheidungen und Kcal bewusst nicht gross beachtet,NA
st91qrg7bt,IP Address,100,334,TRUE,anonymous,EN,Ja,"Ja, ich stimme zu",Mandarine (222 kJ),NA,Isey Skyr Heidelbeere (432 kJ),Banane (446 kJ),Mandarine (222 kJ),Naturjoghurt (260 kJ),Zweifel Paprika Chips (2147 kJ),NA,NA,NA,NA,NA,NA,NA,Blau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standardlieferung, 4 Monate, CHF 899.00","Expresslieferung, 1 Monat früher, CHF 1389.00","Expresslieferung, 1 Monat früher, CHF 1069.00","Standardlieferung, 2 Monate, CHF 499.00","Standardlieferung, 4 Monate, CHF 1199.00","Standardlieferung, 2 Monate, CHF 399.00","Standardlieferung, 3 Monate, CHF 1899.00","Standardlieferung, 4 Monate, CHF 1499.00","Expresslieferung, 2 Monate früher, CHF 1089.00","Standardlieferung, 6 Monate, CHF 35'000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,schwimmen,eher stark,teils/teils,2,Nein,Aus dem Bauch heraus,NEIN
PlEvqQSZPE,IP Address,100,172,TRUE,anonymous,EN,Ja,"Ja, ich stimme zu",Snickers (2042 kJ),Trauben (289 kJ),Lotus Biscoff Pocket Karamell (3780 kJ),Banane (446 kJ),Kinder Bueno (2376 kJ),Schokopudding (502 kJ),Al Natura Linsenwaffeln (1525 kJ),NA,NA,NA,NA,NA,NA,NA,Blau,"Standardlieferung, 124 Tage, CHF 899.00","Expresslieferung, 31 Tage früher, CHF 1389.00","Expresslieferung, 31 Tage früher, CHF 1069.00","Expresslieferung, 31 Tage früher, CHF 534.00","Expresslieferung, 62 Tage früher, CHF 1279.00","Expresslieferung, 31 Tage früher, CHF 429.00","Standardlieferung, 93 Tage, CHF 1899.00",NA,"Standardlieferung, 186 Tage, CHF 999.00","Standardlieferung, 186 Tage, CHF 35'000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fliegen,eher wenig,teils/teils,2,Nein,"Ich habe das ausgesucht, was mir am besten schmeckt",NA
DErZ8XjopA,IP Address,100,1294,TRUE,anonymous,EN,Ja,"Ja, ich stimme zu",NA,NA,NA,NA,NA,NA,NA,Snickers (488 kcal),Zweifel Vaya Bean Salt Chips (424 kcal),Lotus Biscoff Pocket Karamell (900 kcal),Zweifel Paprika Chips (643 kcal),Mandarine (53 kcal),Naturjoghurt (62 kcal),Zweifel Paprika Chips (515 kcal),Blau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Expresslieferung, 2 Monate früher, CHF 969.00","Expresslieferung, 1 Monat früher, CHF 1389.00","Standardlieferung, 2 Monate, CHF 999.00","Standardlieferung, 2 Monate, CHF 499.00","Standardlieferung, 4 Monate, CHF 1199.00","Expresslieferung, 1 Monat früher, CHF 429.00","Standardlieferung, 3 Monate, CHF 1899.00","Standardlieferung, 4 Monate, CHF 1499.00","Standardlieferung, 6 Monate, CHF 999.00","Standardlieferung, 6 Monate, CHF 35'000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fliegen,eher wenig,unwichtig,2,Nein,NA,NA
T3axIv6WD6,IP Address,99,160,FALSE,anonymous,EN,Nein,"Ja, ich stimme zu",NA,NA,NA,NA,NA,NA,NA,Mandarine (53 kcal),Trauben (69 kcal),Lotus Biscoff Pocket Karamell (900 kcal),Zweifel Paprika Chips (643 kcal),Mandarine (53 kcal),Naturjoghurt (62 kcal),Al Natura Linsenwaffeln (360 kcal),Blau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Expresslieferung, 2 Monate früher, CHF 969.00","Standardlieferung, 2 Monate, CHF 1299.00","Expresslieferung, 1 Monat früher, CHF 1069.00","Expresslieferung, 1 Monat früher, CHF 534.00","Expresslieferung, 2 Monate früher, CHF 1279.00","Expresslieferung, 1 Monat früher, CHF 429.00","Standardlieferung, 3 Monate, CHF 1899.00","Standardlieferung, 4 Monate, CHF 1499.00","Expresslieferung, 2 Monate früher, CHF 1089.00","Expresslieferung, 2 Monate früher, CHF 36'500.00",fliegen,gar nicht,teils/teils,2,Nein,NA,NA
Jl3lQNvHr5,IP Address,100,215,TRUE,anonymous,EN,Ja,"Ja, ich stimme zu",NA,NA,NA,NA,NA,NA,NA,Snickers (488 kcal),Zweifel Vaya Bean Salt Chips (424 kcal),Isey Skyr Heidelbeere (129 kcal),Zweifel Paprika Chips (643 kcal),Kinder Bueno (560 kcal),Naturjoghurt (62 kcal),Zweifel Paprika Chips (515 kcal),Blau,"Standardlieferung, 124 Tage, CHF 899.00","Expresslieferung, 31 Tage früher, CHF 1389.00","Expresslieferung, 31 Tage früher, CHF 1069.00","Expresslieferung, 31 Tage früher, CHF 534.00","Standardlieferung, 124 Tage, CHF 1199.00","Expresslieferung, 31 Tage früher, CHF 429.00","Standardlieferung, 93 Tage, CHF 1899.00","Standardlieferung, 124 Tage, CHF 1499.00","Standardlieferung, 186 Tage, CHF 999.00","Expresslieferung, 62 Tage früher, CHF 36'500.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fliegen,teils/teils,sehr wichtig,2,Nein,Ich habe mir überlegt wie ich in den gefragten Optionen bis anhin entschieden habe.,NA
H8FPBSy9vM,IP Address,100,322,TRUE,anonymous,EN,Ja,"Ja, ich stimme zu",Snickers (2042 kJ),Zweifel Vaya Bean Salt Chips (1779 kJ),Isey Skyr Heidelbeere (432 kJ),Zweifel Paprika Chips (2695 kJ),Kinder Bueno (2376 kJ),Schokopudding (502 kJ),Zweifel Paprika Chips (2147 kJ),NA,NA,NA,NA,NA,NA,NA,Blau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Expresslieferung, 2 Monate früher, CHF 969.00","Expresslieferung, 1 Monat früher, CHF 1389.00","Expresslieferung, 1 Monat früher, CHF 1069.00","Expresslieferung, 1 Monat früher, CHF 534.00","Expresslieferung, 2 Monate früher, CHF 1279.00","Expresslieferung, 1 Monat früher, CHF 429.00","Expresslieferung, 1 Monat früher, CHF 2019.00","Expresslieferung, 2 Monate früher, CHF 1619.00","Expresslieferung, 2 Monate früher, CHF 1089.00","Expresslieferung, 2 Monate früher, CHF 36'500.00",fliegen,gar nicht,teils/teils,2,Nein,Spontan,Nein
dAsoxYLk8n,IP Address,100,418,TRUE,anonymous,EN,Ja,"Ja, ich stimme zu",NA,NA,NA,NA,NA,NA,NA,Mandarine (53 kcal),Zweifel Vaya Bean Salt Chips (424 kcal),Isey Skyr Heidelbeere (129 kcal),Banane (107 kcal),Kinder Bueno (560 kcal),Schokopudding (120 kcal),Zweifel Paprika Chips (515 kcal),Blau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standardlieferung, 4 Monate, CHF 899.00","Standardlieferung, 2 Monate, CHF 1299.00","Expresslieferung, 1 Monat früher, CHF 1069.00","Standardlieferung, 2 Monate, CHF 499.00","Expresslieferung, 2 Monate früher, CHF 1279.00","Standardlieferung, 2 Monate, CHF 399.00","Standardlieferung, 3 Monate, CHF 1899.00","Standardlieferung, 4 Monate, CHF 1499.00","Standardlieferung, 6 Monate, CHF 999.00","Standardlieferung, 6 Monate, CHF 35'000.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fliegen,teils/teils,eher wichtig,2,Ja,NA,NA
jwuPPwqSmM,IP Address,100,763,TRUE,anonymous,EN,Ja,"Ja, ich stimme zu",NA,NA,NA,NA,NA,NA,NA,Snickers (488 kcal),Trauben (69 kcal),Lotus Biscoff Pocket Karamell (900 kcal),Zweifel Paprika Chips (643 kcal),Kinder Bueno (560 kcal),Schokopudding (120 kcal),Zweifel Paprika Chips (515 kcal),Blau,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standardlieferung, 4 Monate, CHF 899.00","Expresslieferung, 1 Monat früher, CHF 1389.00","Expresslieferung, 1 Monat früher, CHF 1069.00","Standardlieferung, 2 Monate, CHF 499.00","Standardlieferung, 4 Monate, CHF 1199.00","Standardlieferung, 2 Monate, CHF 399.00","Standardlieferung, 3 Monate, CHF 1899.00","Standardlieferung, 4 Monate, CHF 1499.00","Expresslieferung, 2 Monate früher, CHF 1089.00","Expresslieferung, 2 Monate früher, CHF 36'500.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fliegen,gar nicht,teils/teils,2,Nein,"Bei den Snacks hane ich immer das genommen, was ich bereits kenne und öfters esse 
abr bei den lieferungen habe ich auf den preis und monate geschaut und geschtet wie dringend mir diese sachen wären",NA
