task,condition,test,number_id,value,id,target,set,label,range_min,range_max,Unique_ID,ID
Geographie,Precise,Question,2,7105,5,7105,1,7105,6394.5,7815.5,5 2 Precise,YDuPHk4TGr
Arbeitslosigkeit,Precise,Question,1,88981,3,89881,1,89881,80892.9,98869.1,3 1 Precise,YDuPHk4TGr
Arbeitslosigkeit,Precise,Question,2,2295,3,2280,1,2280,2052,2508,3 2 Precise,YDuPHk4TGr
Urteile,Precise,Question,1,3394,4,103156,1,103156,92840.4,113471.6,4 1 Precise,YDuPHk4TGr
Urteile,Precise,Question,2,1945,4,1945,1,1945,1750.5,2139.5,4 2 Precise,YDuPHk4TGr
Geographie,Precise,Test,1,38,5,17.2,1,17.2,15.48,18.92,5 1 Precise,YDuPHk4TGr
Arbeitslosigkeit,Precise,Test,1,5,3,2.5,1,2.5,2.25,2.75,3 1 Precise,YDuPHk4TGr
Urteile,Precise,Test,1,50,4,1.9,1,1.9,1.71,2.09,4 1 Precise,YDuPHk4TGr
Gotthardtunnel,Round,Question,1,17000,2,17000,2,16942,15247.8,18636.2,2 1 Round,NvssOdnjGj
Gotthardtunnel,Round,Question,2,2300,2,2300,2,2257,2031.3,2482.7,2 2 Round,NvssOdnjGj
Umsatzlöhne,Round,Question,1,17000,6,17000,2,16553,14897.7,18208.3,6 1 Round,NvssOdnjGj
Umsatzlöhne,Round,Question,2,4000,6,4000,2,3750,3375,4125,6 2 Round,NvssOdnjGj
Arztpraxen,Round,Question,1,25000,1,25000,2,25439,22895.1,27982.9,1 1 Round,NvssOdnjGj
Arztpraxen,Round,Question,2,19000,1,19000,2,19004,17103.6,20904.4,1 2 Round,NvssOdnjGj
Gotthardtunnel,Round,Test,1,7.5,2,13.5,2,13.3,11.97,14.63,2 1 Round,NvssOdnjGj
Umsatzlöhne,Round,Test,1,23,6,23.5,2,22.7,20.43,24.97,6 1 Round,NvssOdnjGj
Arztpraxen,Round,Test,1,78,1,76,2,74.7,67.23,82.17,1 1 Round,NvssOdnjGj
Gotthardtunnel,Round,Question,1,17000,2,17000,2,16942,15247.8,18636.2,2 1 Round,0m7uhJRruI
Gotthardtunnel,Round,Question,2,1000,2,2300,2,2257,2031.3,2482.7,2 2 Round,0m7uhJRruI
Umsatzlöhne,Round,Question,1,17000,6,17000,2,16553,14897.7,18208.3,6 1 Round,0m7uhJRruI
Umsatzlöhne,Round,Question,2,4000,6,4000,2,3750,3375,4125,6 2 Round,0m7uhJRruI
Arztpraxen,Round,Question,1,250,1,25000,2,25439,22895.1,27982.9,1 1 Round,0m7uhJRruI
Arztpraxen,Round,Question,2,25,1,19000,2,19004,17103.6,20904.4,1 2 Round,0m7uhJRruI
Umsatzlöhne,Round,Test,1,25,6,23.5,2,22.7,20.43,24.97,6 1 Round,0m7uhJRruI
Arztpraxen,Round,Test,1,25,1,76,2,74.7,67.23,82.17,1 1 Round,0m7uhJRruI
Geographie,Precise,Question,1,40185,5,41285,1,41285,37156.5,45413.5,5 1 Precise,RIQ1thBbBy
Geographie,Precise,Question,2,7000,5,7105,1,7105,6394.5,7815.5,5 2 Precise,RIQ1thBbBy
Arbeitslosigkeit,Precise,Question,1,180000,3,89881,1,89881,80892.9,98869.1,3 1 Precise,RIQ1thBbBy
Arbeitslosigkeit,Precise,Question,2,2850,3,2280,1,2280,2052,2508,3 2 Precise,RIQ1thBbBy
Urteile,Precise,Question,1,200000,4,103156,1,103156,92840.4,113471.6,4 1 Precise,RIQ1thBbBy
Urteile,Precise,Question,2,1946,4,1945,1,1945,1750.5,2139.5,4 2 Precise,RIQ1thBbBy
Geographie,Precise,Test,1,16,5,17.2,1,17.2,15.48,18.92,5 1 Precise,RIQ1thBbBy
Arbeitslosigkeit,Precise,Test,1,2,3,2.5,1,2.5,2.25,2.75,3 1 Precise,RIQ1thBbBy
Urteile,Precise,Test,1,2,4,1.9,1,1.9,1.71,2.09,4 1 Precise,RIQ1thBbBy
Gotthardtunnel,Precise,Question,1,17000,2,16942,2,16942,15247.8,18636.2,2 1 Precise,81a9wfdkkR
Gotthardtunnel,Precise,Question,2,2200,2,2257,2,2257,2031.3,2482.7,2 2 Precise,81a9wfdkkR
Umsatzlöhne,Precise,Question,1,16000,6,16553,2,16553,14897.7,18208.3,6 1 Precise,81a9wfdkkR
Umsatzlöhne,Precise,Question,2,3250,6,3750,2,3750,3375,4125,6 2 Precise,81a9wfdkkR
Arztpraxen,Precise,Question,1,1000,1,25439,2,25439,22895.1,27982.9,1 1 Precise,81a9wfdkkR
Arztpraxen,Precise,Question,2,25,1,19004,2,19004,17103.6,20904.4,1 2 Precise,81a9wfdkkR
Umsatzlöhne,Precise,Test,1,16,6,22.7,2,22.7,20.43,24.97,6 1 Precise,81a9wfdkkR
Arztpraxen,Precise,Test,1,25,1,74.7,2,74.7,67.23,82.17,1 1 Precise,81a9wfdkkR
Gotthardtunnel,Round,Question,1,17000,2,17000,2,16942,15247.8,18636.2,2 1 Round,I5hOJI9gsu
Gotthardtunnel,Round,Question,2,17100,2,2300,2,2257,2031.3,2482.7,2 2 Round,I5hOJI9gsu
Umsatzlöhne,Round,Question,1,14000,6,17000,2,16553,14897.7,18208.3,6 1 Round,I5hOJI9gsu
Umsatzlöhne,Round,Question,2,4000,6,4000,2,3750,3375,4125,6 2 Round,I5hOJI9gsu
Arztpraxen,Round,Question,1,25000,1,25000,2,25439,22895.1,27982.9,1 1 Round,I5hOJI9gsu
Arztpraxen,Round,Question,2,7000,1,19000,2,19004,17103.6,20904.4,1 2 Round,I5hOJI9gsu
Gotthardtunnel,Round,Test,1,20,2,13.5,2,13.3,11.97,14.63,2 1 Round,I5hOJI9gsu
Umsatzlöhne,Round,Test,1,25,6,23.5,2,22.7,20.43,24.97,6 1 Round,I5hOJI9gsu
Arztpraxen,Round,Test,1,25,1,76,2,74.7,67.23,82.17,1 1 Round,I5hOJI9gsu
Geographie,Round,Question,1,700000,5,40000,1,41285,37156.5,45413.5,5 1 Round,gQtuAdKyrp
Geographie,Round,Question,2,70000,5,7000,1,7105,6394.5,7815.5,5 2 Round,gQtuAdKyrp
Arbeitslosigkeit,Round,Question,1,100000,3,90000,1,89881,80892.9,98869.1,3 1 Round,gQtuAdKyrp
Arbeitslosigkeit,Round,Question,2,20000,3,2500,1,2280,2052,2508,3 2 Round,gQtuAdKyrp
Urteile,Round,Question,1,50000,4,100000,1,103156,92840.4,113471.6,4 1 Round,gQtuAdKyrp
Urteile,Round,Question,2,25000,4,2000,1,1945,1750.5,2139.5,4 2 Round,gQtuAdKyrp
Geographie,Round,Test,1,10,5,17.5,1,17.2,15.48,18.92,5 1 Round,gQtuAdKyrp
Arbeitslosigkeit,Round,Test,1,2,3,2.8,1,2.5,2.25,2.75,3 1 Round,gQtuAdKyrp
Urteile,Round,Test,1,5,4,2,1,1.9,1.71,2.09,4 1 Round,gQtuAdKyrp
Geographie,Round,Question,1,40000,5,40000,1,41285,37156.5,45413.5,5 1 Round,KQMNDf80SE
Geographie,Round,Question,2,7000,5,7000,1,7105,6394.5,7815.5,5 2 Round,KQMNDf80SE
Arbeitslosigkeit,Round,Question,1,100000,3,90000,1,89881,80892.9,98869.1,3 1 Round,KQMNDf80SE
Arbeitslosigkeit,Round,Question,2,1000,3,2500,1,2280,2052,2508,3 2 Round,KQMNDf80SE
Urteile,Round,Question,1,100000,4,100000,1,103156,92840.4,113471.6,4 1 Round,KQMNDf80SE
Urteile,Round,Question,2,2000,4,2000,1,1945,1750.5,2139.5,4 2 Round,KQMNDf80SE
Geographie,Round,Test,1,40,5,17.5,1,17.2,15.48,18.92,5 1 Round,KQMNDf80SE
Arbeitslosigkeit,Round,Test,1,1,3,2.8,1,2.5,2.25,2.75,3 1 Round,KQMNDf80SE
Urteile,Round,Test,1,2,4,2,1,1.9,1.71,2.09,4 1 Round,KQMNDf80SE
Gotthardtunnel,Precise,Question,1,16950,2,16942,2,16942,15247.8,18636.2,2 1 Precise,Hkk8Uqh6dx
Gotthardtunnel,Precise,Question,2,2500,2,2257,2,2257,2031.3,2482.7,2 2 Precise,Hkk8Uqh6dx
Umsatzlöhne,Precise,Question,1,16553,6,16553,2,16553,14897.7,18208.3,6 1 Precise,Hkk8Uqh6dx
Umsatzlöhne,Precise,Question,2,3750,6,3750,2,3750,3375,4125,6 2 Precise,Hkk8Uqh6dx
Arztpraxen,Precise,Question,1,25500,1,25439,2,25439,22895.1,27982.9,1 1 Precise,Hkk8Uqh6dx
Arztpraxen,Precise,Question,2,19500,1,19004,2,19004,17103.6,20904.4,1 2 Precise,Hkk8Uqh6dx
Gotthardtunnel,Precise,Test,1,17,2,13.3,2,13.3,11.97,14.63,2 1 Precise,Hkk8Uqh6dx
Umsatzlöhne,Precise,Test,1,22,6,22.7,2,22.7,20.43,24.97,6 1 Precise,Hkk8Uqh6dx
Arztpraxen,Precise,Test,1,78,1,74.7,2,74.7,67.23,82.17,1 1 Precise,Hkk8Uqh6dx
Geographie,Precise,Question,1,42000,5,41285,1,41285,37156.5,45413.5,5 1 Precise,rZmrl5BSQ5
Geographie,Precise,Question,2,7500,5,7105,1,7105,6394.5,7815.5,5 2 Precise,rZmrl5BSQ5
Arbeitslosigkeit,Precise,Question,1,89000,3,89881,1,89881,80892.9,98869.1,3 1 Precise,rZmrl5BSQ5
Arbeitslosigkeit,Precise,Question,2,2000,3,2280,1,2280,2052,2508,3 2 Precise,rZmrl5BSQ5
Urteile,Precise,Question,1,60000,4,103156,1,103156,92840.4,113471.6,4 1 Precise,rZmrl5BSQ5
Urteile,Precise,Question,2,1900,4,1945,1,1945,1750.5,2139.5,4 2 Precise,rZmrl5BSQ5
Geographie,Precise,Test,1,25,5,17.2,1,17.2,15.48,18.92,5 1 Precise,rZmrl5BSQ5
Arbeitslosigkeit,Precise,Test,1,3,3,2.5,1,2.5,2.25,2.75,3 1 Precise,rZmrl5BSQ5
Urteile,Precise,Test,1,10,4,1.9,1,1.9,1.71,2.09,4 1 Precise,rZmrl5BSQ5
Gotthardtunnel,Precise,Question,1,19000,2,16942,2,16942,15247.8,18636.2,2 1 Precise,u6aKo64x70
Gotthardtunnel,Precise,Question,2,17000,2,2257,2,2257,2031.3,2482.7,2 2 Precise,u6aKo64x70
Umsatzlöhne,Precise,Question,1,18000,6,16553,2,16553,14897.7,18208.3,6 1 Precise,u6aKo64x70
Umsatzlöhne,Precise,Question,2,3750,6,3750,2,3750,3375,4125,6 2 Precise,u6aKo64x70
Arztpraxen,Precise,Question,1,24000,1,25439,2,25439,22895.1,27982.9,1 1 Precise,u6aKo64x70
Arztpraxen,Precise,Question,2,19000,1,19004,2,19004,17103.6,20904.4,1 2 Precise,u6aKo64x70
Gotthardtunnel,Precise,Test,1,60,2,13.3,2,13.3,11.97,14.63,2 1 Precise,u6aKo64x70
Umsatzlöhne,Precise,Test,1,40,6,22.7,2,22.7,20.43,24.97,6 1 Precise,u6aKo64x70
Arztpraxen,Precise,Test,1,80,1,74.7,2,74.7,67.23,82.17,1 1 Precise,u6aKo64x70
Gotthardtunnel,Round,Question,1,17000,2,17000,2,16942,15247.8,18636.2,2 1 Round,x6FxocIK6J
Gotthardtunnel,Round,Question,2,1200,2,2300,2,2257,2031.3,2482.7,2 2 Round,x6FxocIK6J
Umsatzlöhne,Round,Question,1,3600,6,17000,2,16553,14897.7,18208.3,6 1 Round,x6FxocIK6J
Umsatzlöhne,Round,Question,2,4000,6,4000,2,3750,3375,4125,6 2 Round,x6FxocIK6J
Arztpraxen,Round,Question,1,2300,1,25000,2,25439,22895.1,27982.9,1 1 Round,x6FxocIK6J
Arztpraxen,Round,Question,2,3000,1,19000,2,19004,17103.6,20904.4,1 2 Round,x6FxocIK6J
Gotthardtunnel,Round,Test,1,30,2,13.5,2,13.3,11.97,14.63,2 1 Round,x6FxocIK6J
Umsatzlöhne,Round,Test,1,90,6,23.5,2,22.7,20.43,24.97,6 1 Round,x6FxocIK6J
Arztpraxen,Round,Test,1,75,1,76,2,74.7,67.23,82.17,1 1 Round,x6FxocIK6J
Gotthardtunnel,Precise,Question,1,16942,2,16942,2,16942,15247.8,18636.2,2 1 Precise,y0LI1CW8ak
Gotthardtunnel,Precise,Question,2,17000,2,2257,2,2257,2031.3,2482.7,2 2 Precise,y0LI1CW8ak
Umsatzlöhne,Precise,Question,1,16900,6,16553,2,16553,14897.7,18208.3,6 1 Precise,y0LI1CW8ak
Umsatzlöhne,Precise,Question,2,3400,6,3750,2,3750,3375,4125,6 2 Precise,y0LI1CW8ak
Arztpraxen,Precise,Question,1,25000,1,25439,2,25439,22895.1,27982.9,1 1 Precise,y0LI1CW8ak
Arztpraxen,Precise,Question,2,17000,1,19004,2,19004,17103.6,20904.4,1 2 Precise,y0LI1CW8ak
Umsatzlöhne,Precise,Test,1,25,6,22.7,2,22.7,20.43,24.97,6 1 Precise,y0LI1CW8ak
Arztpraxen,Precise,Test,1,60,1,74.7,2,74.7,67.23,82.17,1 1 Precise,y0LI1CW8ak
Geographie,Round,Question,1,40000,5,40000,1,41285,37156.5,45413.5,5 1 Round,pvGXgtBGYK
Geographie,Round,Question,2,9000,5,7000,1,7105,6394.5,7815.5,5 2 Round,pvGXgtBGYK
Arbeitslosigkeit,Round,Question,1,90000,3,90000,1,89881,80892.9,98869.1,3 1 Round,pvGXgtBGYK
Arbeitslosigkeit,Round,Question,2,0.2,3,2500,1,2280,2052,2508,3 2 Round,pvGXgtBGYK
Urteile,Round,Question,1,100000,4,100000,1,103156,92840.4,113471.6,4 1 Round,pvGXgtBGYK
Urteile,Round,Question,2,1000,4,2000,1,1945,1750.5,2139.5,4 2 Round,pvGXgtBGYK
Geographie,Round,Test,1,10,5,17.5,1,17.2,15.48,18.92,5 1 Round,pvGXgtBGYK
Arbeitslosigkeit,Round,Test,1,2,3,2.8,1,2.5,2.25,2.75,3 1 Round,pvGXgtBGYK
Urteile,Round,Test,1,1,4,2,1,1.9,1.71,2.09,4 1 Round,pvGXgtBGYK
Geographie,Round,Question,1,40000,5,40000,1,41285,37156.5,45413.5,5 1 Round,wd26e98yDj
Geographie,Round,Question,2,7000,5,7000,1,7105,6394.5,7815.5,5 2 Round,wd26e98yDj
Arbeitslosigkeit,Round,Question,1,100000,3,90000,1,89881,80892.9,98869.1,3 1 Round,wd26e98yDj
Arbeitslosigkeit,Round,Question,2,2500,3,2500,1,2280,2052,2508,3 2 Round,wd26e98yDj
Urteile,Round,Question,1,100000,4,100000,1,103156,92840.4,113471.6,4 1 Round,wd26e98yDj
Urteile,Round,Question,2,2000,4,2000,1,1945,1750.5,2139.5,4 2 Round,wd26e98yDj
Geographie,Round,Test,1,22,5,17.5,1,17.2,15.48,18.92,5 1 Round,wd26e98yDj
Arbeitslosigkeit,Round,Test,1,2,3,2.8,1,2.5,2.25,2.75,3 1 Round,wd26e98yDj
Urteile,Round,Test,1,2,4,2,1,1.9,1.71,2.09,4 1 Round,wd26e98yDj
Geographie,Precise,Question,1,41805,5,41285,1,41285,37156.5,45413.5,5 1 Precise,C4Em3QsPVx
Geographie,Precise,Question,2,7908,5,7105,1,7105,6394.5,7815.5,5 2 Precise,C4Em3QsPVx
Arbeitslosigkeit,Precise,Question,1,19908,3,89881,1,89881,80892.9,98869.1,3 1 Precise,C4Em3QsPVx
Arbeitslosigkeit,Precise,Question,2,2800,3,2280,1,2280,2052,2508,3 2 Precise,C4Em3QsPVx
Urteile,Precise,Question,1,103305,4,103156,1,103156,92840.4,113471.6,4 1 Precise,C4Em3QsPVx
Urteile,Precise,Question,2,1990,4,1945,1,1945,1750.5,2139.5,4 2 Precise,C4Em3QsPVx
Geographie,Precise,Test,1,9,5,17.2,1,17.2,15.48,18.92,5 1 Precise,C4Em3QsPVx
Arbeitslosigkeit,Precise,Test,1,3,3,2.5,1,2.5,2.25,2.75,3 1 Precise,C4Em3QsPVx
Urteile,Precise,Test,1,2,4,1.9,1,1.9,1.71,2.09,4 1 Precise,C4Em3QsPVx
Gotthardtunnel,Precise,Question,1,16942,2,16942,2,16942,15247.8,18636.2,2 1 Precise,mjy701XrJ7
Gotthardtunnel,Precise,Question,2,2570,2,2257,2,2257,2031.3,2482.7,2 2 Precise,mjy701XrJ7
Umsatzlöhne,Precise,Question,1,16009,6,16553,2,16553,14897.7,18208.3,6 1 Precise,mjy701XrJ7
Umsatzlöhne,Precise,Question,2,2750,6,3750,2,3750,3375,4125,6 2 Precise,mjy701XrJ7
Arztpraxen,Precise,Question,1,25009,1,25439,2,25439,22895.1,27982.9,1 1 Precise,mjy701XrJ7
Arztpraxen,Precise,Question,2,19600,1,19004,2,19004,17103.6,20904.4,1 2 Precise,mjy701XrJ7
Gotthardtunnel,Precise,Test,1,20,2,13.3,2,13.3,11.97,14.63,2 1 Precise,mjy701XrJ7
Umsatzlöhne,Precise,Test,1,15,6,22.7,2,22.7,20.43,24.97,6 1 Precise,mjy701XrJ7
Arztpraxen,Precise,Test,1,75,1,74.7,2,74.7,67.23,82.17,1 1 Precise,mjy701XrJ7
Gotthardtunnel,Round,Question,1,17000,2,17000,2,16942,15247.8,18636.2,2 1 Round,mWzi7kJCc4
Gotthardtunnel,Round,Question,2,2300,2,2300,2,2257,2031.3,2482.7,2 2 Round,mWzi7kJCc4
Umsatzlöhne,Round,Question,1,17000,6,17000,2,16553,14897.7,18208.3,6 1 Round,mWzi7kJCc4
Umsatzlöhne,Round,Question,2,4200,6,4000,2,3750,3375,4125,6 2 Round,mWzi7kJCc4
Arztpraxen,Round,Question,1,25000,1,25000,2,25439,22895.1,27982.9,1 1 Round,mWzi7kJCc4
Arztpraxen,Round,Question,2,19000,1,19000,2,19004,17103.6,20904.4,1 2 Round,mWzi7kJCc4
Gotthardtunnel,Round,Test,1,10,2,13.5,2,13.3,11.97,14.63,2 1 Round,mWzi7kJCc4
Umsatzlöhne,Round,Test,1,25,6,23.5,2,22.7,20.43,24.97,6 1 Round,mWzi7kJCc4
Arztpraxen,Round,Test,1,80,1,76,2,74.7,67.23,82.17,1 1 Round,mWzi7kJCc4
Geographie,Round,Question,1,40000,5,40000,1,41285,37156.5,45413.5,5 1 Round,NKWywsk0qk
Geographie,Round,Question,2,7000,5,7000,1,7105,6394.5,7815.5,5 2 Round,NKWywsk0qk
Arbeitslosigkeit,Round,Question,1,2000,3,90000,1,89881,80892.9,98869.1,3 1 Round,NKWywsk0qk
Arbeitslosigkeit,Round,Question,2,0.1,3,2500,1,2280,2052,2508,3 2 Round,NKWywsk0qk
Urteile,Round,Question,1,30000,4,100000,1,103156,92840.4,113471.6,4 1 Round,NKWywsk0qk
Urteile,Round,Question,2,2000,4,2000,1,1945,1750.5,2139.5,4 2 Round,NKWywsk0qk
Geographie,Round,Test,1,20,5,17.5,1,17.2,15.48,18.92,5 1 Round,NKWywsk0qk
Arbeitslosigkeit,Round,Test,1,2,3,2.8,1,2.5,2.25,2.75,3 1 Round,NKWywsk0qk
Urteile,Round,Test,1,10,4,2,1,1.9,1.71,2.09,4 1 Round,NKWywsk0qk
Geographie,Precise,Question,1,81000,5,41285,1,41285,37156.5,45413.5,5 1 Precise,XiaB4xPpPh
Geographie,Precise,Question,2,18000,5,7105,1,7105,6394.5,7815.5,5 2 Precise,XiaB4xPpPh
Arbeitslosigkeit,Precise,Question,1,86000,3,89881,1,89881,80892.9,98869.1,3 1 Precise,XiaB4xPpPh
Arbeitslosigkeit,Precise,Question,2,2500,3,2280,1,2280,2052,2508,3 2 Precise,XiaB4xPpPh
Urteile,Precise,Question,1,3200,4,103156,1,103156,92840.4,113471.6,4 1 Precise,XiaB4xPpPh
Urteile,Precise,Question,2,1925,4,1945,1,1945,1750.5,2139.5,4 2 Precise,XiaB4xPpPh
Geographie,Precise,Test,1,22,5,17.2,1,17.2,15.48,18.92,5 1 Precise,XiaB4xPpPh
Arbeitslosigkeit,Precise,Test,1,1,3,2.5,1,2.5,2.25,2.75,3 1 Precise,XiaB4xPpPh
Urteile,Precise,Test,1,10,4,1.9,1,1.9,1.71,2.09,4 1 Precise,XiaB4xPpPh
Geographie,Round,Question,1,40000,5,40000,1,41285,37156.5,45413.5,5 1 Round,9ziJTEmMhR
Geographie,Round,Question,2,7000,5,7000,1,7105,6394.5,7815.5,5 2 Round,9ziJTEmMhR
Arbeitslosigkeit,Round,Question,1,90000,3,90000,1,89881,80892.9,98869.1,3 1 Round,9ziJTEmMhR
Arbeitslosigkeit,Round,Question,2,10000,3,2500,1,2280,2052,2508,3 2 Round,9ziJTEmMhR
Urteile,Round,Question,1,20000,4,100000,1,103156,92840.4,113471.6,4 1 Round,9ziJTEmMhR
Urteile,Round,Question,2,2000,4,2000,1,1945,1750.5,2139.5,4 2 Round,9ziJTEmMhR
Geographie,Round,Test,1,18,5,17.5,1,17.2,15.48,18.92,5 1 Round,9ziJTEmMhR
Arbeitslosigkeit,Round,Test,1,2,3,2.8,1,2.5,2.25,2.75,3 1 Round,9ziJTEmMhR
Urteile,Round,Test,1,2,4,2,1,1.9,1.71,2.09,4 1 Round,9ziJTEmMhR
Gotthardtunnel,Round,Question,1,17000,2,17000,2,16942,15247.8,18636.2,2 1 Round,pMHxSYczoZ
Gotthardtunnel,Round,Question,2,3000,2,2300,2,2257,2031.3,2482.7,2 2 Round,pMHxSYczoZ
Umsatzlöhne,Round,Question,1,18000,6,17000,2,16553,14897.7,18208.3,6 1 Round,pMHxSYczoZ
Umsatzlöhne,Round,Question,2,4000,6,4000,2,3750,3375,4125,6 2 Round,pMHxSYczoZ
Arztpraxen,Round,Question,1,25439,1,25000,2,25439,22895.1,27982.9,1 1 Round,pMHxSYczoZ
Arztpraxen,Round,Question,2,19004,1,19000,2,19004,17103.6,20904.4,1 2 Round,pMHxSYczoZ
Gotthardtunnel,Round,Test,1,15,2,13.5,2,13.3,11.97,14.63,2 1 Round,pMHxSYczoZ
Umsatzlöhne,Round,Test,1,22,6,23.5,2,22.7,20.43,24.97,6 1 Round,pMHxSYczoZ
Arztpraxen,Round,Test,1,75,1,76,2,74.7,67.23,82.17,1 1 Round,pMHxSYczoZ
Gotthardtunnel,Precise,Question,1,16940,2,16942,2,16942,15247.8,18636.2,2 1 Precise,Y4XZCezYlX
Gotthardtunnel,Precise,Question,2,2268,2,2257,2,2257,2031.3,2482.7,2 2 Precise,Y4XZCezYlX
Umsatzlöhne,Precise,Question,1,16570,6,16553,2,16553,14897.7,18208.3,6 1 Precise,Y4XZCezYlX
Umsatzlöhne,Precise,Question,2,3700,6,3750,2,3750,3375,4125,6 2 Precise,Y4XZCezYlX
Arztpraxen,Precise,Question,1,100,1,25439,2,25439,22895.1,27982.9,1 1 Precise,Y4XZCezYlX
Arztpraxen,Precise,Question,2,70,1,19004,2,19004,17103.6,20904.4,1 2 Precise,Y4XZCezYlX
Umsatzlöhne,Precise,Test,1,40,6,22.7,2,22.7,20.43,24.97,6 1 Precise,Y4XZCezYlX
Arztpraxen,Precise,Test,1,50,1,74.7,2,74.7,67.23,82.17,1 1 Precise,Y4XZCezYlX
Gotthardtunnel,Round,Question,1,17000,2,17000,2,16942,15247.8,18636.2,2 1 Round,6BTglUNXlv
Gotthardtunnel,Round,Question,2,2300,2,2300,2,2257,2031.3,2482.7,2 2 Round,6BTglUNXlv
Umsatzlöhne,Round,Question,1,17000,6,17000,2,16553,14897.7,18208.3,6 1 Round,6BTglUNXlv
Umsatzlöhne,Round,Question,2,4000,6,4000,2,3750,3375,4125,6 2 Round,6BTglUNXlv
Arztpraxen,Round,Question,1,25000,1,25000,2,25439,22895.1,27982.9,1 1 Round,6BTglUNXlv
Arztpraxen,Round,Question,2,19000,1,19000,2,19004,17103.6,20904.4,1 2 Round,6BTglUNXlv
Umsatzlöhne,Round,Test,1,30,6,23.5,2,22.7,20.43,24.97,6 1 Round,6BTglUNXlv
Arztpraxen,Round,Test,1,75,1,76,2,74.7,67.23,82.17,1 1 Round,6BTglUNXlv
Geographie,Precise,Question,1,16000,5,41285,1,41285,37156.5,45413.5,5 1 Precise,vLFv8DqAhW
Geographie,Precise,Question,2,4000,5,7105,1,7105,6394.5,7815.5,5 2 Precise,vLFv8DqAhW
Arbeitslosigkeit,Precise,Question,1,17000,3,89881,1,89881,80892.9,98869.1,3 1 Precise,vLFv8DqAhW
Arbeitslosigkeit,Precise,Question,2,15000,3,2280,1,2280,2052,2508,3 2 Precise,vLFv8DqAhW
Urteile,Precise,Question,1,500,4,103156,1,103156,92840.4,113471.6,4 1 Precise,vLFv8DqAhW
Urteile,Precise,Question,2,480,4,1945,1,1945,1750.5,2139.5,4 2 Precise,vLFv8DqAhW
Geographie,Precise,Test,1,25,5,17.2,1,17.2,15.48,18.92,5 1 Precise,vLFv8DqAhW
Arbeitslosigkeit,Precise,Test,1,10,3,2.5,1,2.5,2.25,2.75,3 1 Precise,vLFv8DqAhW
Urteile,Precise,Test,1,30,4,1.9,1,1.9,1.71,2.09,4 1 Precise,vLFv8DqAhW
Gotthardtunnel,Precise,Question,1,16942,2,16942,2,16942,15247.8,18636.2,2 1 Precise,1AMK3fkY7C
Gotthardtunnel,Precise,Question,2,2227,2,2257,2,2257,2031.3,2482.7,2 2 Precise,1AMK3fkY7C
Umsatzlöhne,Precise,Question,1,16000,6,16553,2,16553,14897.7,18208.3,6 1 Precise,1AMK3fkY7C
Umsatzlöhne,Precise,Question,2,3975,6,3750,2,3750,3375,4125,6 2 Precise,1AMK3fkY7C
Arztpraxen,Precise,Question,1,25271,1,25439,2,25439,22895.1,27982.9,1 1 Precise,1AMK3fkY7C
Arztpraxen,Precise,Question,2,17000,1,19004,2,19004,17103.6,20904.4,1 2 Precise,1AMK3fkY7C
Umsatzlöhne,Precise,Test,1,23,6,22.7,2,22.7,20.43,24.97,6 1 Precise,1AMK3fkY7C
Arztpraxen,Precise,Test,1,60,1,74.7,2,74.7,67.23,82.17,1 1 Precise,1AMK3fkY7C
Geographie,Round,Question,1,30000,5,40000,1,41285,37156.5,45413.5,5 1 Round,jbgnbjPTO4
Geographie,Round,Question,2,7000,5,7000,1,7105,6394.5,7815.5,5 2 Round,jbgnbjPTO4
Arbeitslosigkeit,Round,Question,1,380000,3,90000,1,89881,80892.9,98869.1,3 1 Round,jbgnbjPTO4
Arbeitslosigkeit,Round,Question,2,380,3,2500,1,2280,2052,2508,3 2 Round,jbgnbjPTO4
Urteile,Round,Question,1,3000,4,100000,1,103156,92840.4,113471.6,4 1 Round,jbgnbjPTO4
Urteile,Round,Question,2,20000,4,2000,1,1945,1750.5,2139.5,4 2 Round,jbgnbjPTO4
Geographie,Round,Test,1,12,5,17.5,1,17.2,15.48,18.92,5 1 Round,jbgnbjPTO4
Arbeitslosigkeit,Round,Test,1,1,3,2.8,1,2.5,2.25,2.75,3 1 Round,jbgnbjPTO4
Urteile,Round,Test,1,20,4,2,1,1.9,1.71,2.09,4 1 Round,jbgnbjPTO4
Geographie,Precise,Question,1,41245,5,41285,1,41285,37156.5,45413.5,5 1 Precise,HjZvAjYVER
Geographie,Precise,Question,2,7185,5,7105,1,7105,6394.5,7815.5,5 2 Precise,HjZvAjYVER
Arbeitslosigkeit,Precise,Question,1,89800,3,89881,1,89881,80892.9,98869.1,3 1 Precise,HjZvAjYVER
Arbeitslosigkeit,Precise,Question,2,2100,3,2280,1,2280,2052,2508,3 2 Precise,HjZvAjYVER
Urteile,Precise,Question,1,0,4,103156,1,103156,92840.4,113471.6,4 1 Precise,HjZvAjYVER
Urteile,Precise,Question,2,1625,4,1945,1,1945,1750.5,2139.5,4 2 Precise,HjZvAjYVER
Geographie,Precise,Test,1,14,5,17.2,1,17.2,15.48,18.92,5 1 Precise,HjZvAjYVER
Arbeitslosigkeit,Precise,Test,1,2,3,2.5,1,2.5,2.25,2.75,3 1 Precise,HjZvAjYVER
